Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,22-Jan-15,2513.8,2516.5,2521.25,2495.5,2511,2513.55,2509.31,1056607,2651354603,74837,742399,70.26
TCS,EQ,23-Jan-15,2513.55,2514,2532.05,2496.1,2504.1,2503.6,2507.34,1575190,3949529683,94619,1205911,76.56
TCS,EQ,27-Jan-15,2503.6,2512.35,2515,2489.55,2504.2,2502.05,2502.26,1369368,3426510288,71406,1079233,78.81
TCS,EQ,28-Jan-15,2502.05,2503,2544.9,2502.9,2533.4,2539.6,2529.32,1560990,3948240029,101994,1142166,73.17
TCS,EQ,29-Jan-15,2539.6,2538,2568.7,2512.9,2560.7,2544.65,2531.88,1867196,4727519892,67497,1547590,82.88
TCS,EQ,30-Jan-15,2544.65,2560.7,2575,2470,2484,2482.05,2494.94,2908701,7257025449,119200,2355497,80.98
TCS,EQ,2-Feb-15,2482.05,2482,2521.45,2462.05,2516,2514.2,2500.6,1590901,3978210628,89485,1171718,73.65
TCS,EQ,3-Feb-15,2514.2,2511.65,2565,2507.1,2552.25,2558.25,2536.23,1172527,2973793377,75106,701449,59.82
TCS,EQ,4-Feb-15,2558.25,2568,2571.7,2502.1,2514.95,2514.3,2523.08,1122709,2832686627,60615,807091,71.89
TCS,EQ,5-Feb-15,2514.3,2520,2591.7,2519,2553,2552.4,2558.13,2265084,5794386346,77935,1638106,72.32
TCS,EQ,6-Feb-15,2552.4,2553,2594.8,2550.85,2576.1,2575.75,2578.4,1068208,2754264729,82449,582019,54.49
TCS,EQ,9-Feb-15,2575.75,2561.5,2569.1,2500,2512,2512.9,2531.83,1038216,2628585065,72967,695542,66.99
TCS,EQ,10-Feb-15,2512.9,2510,2526.25,2433,2445.5,2441.15,2473.88,1899527,4699201091,114773,1383973,72.86
TCS,EQ,11-Feb-15,2441.15,2455.05,2487.25,2447.25,2460,2459.9,2468.94,1468761,3626283023,115345,1143243,77.84
TCS,EQ,12-Feb-15,2459.9,2479.8,2479.8,2447,2469,2462.15,2462.56,1553990,3826786521,113845,1269759,81.71
TCS,EQ,13-Feb-15,2462.15,2470,2547.75,2460.25,2540,2538.75,2508.49,2079163,5215563170,132132,1521051,73.16
TCS,EQ,16-Feb-15,2538.75,2560,2595,2555,2581.7,2584.8,2576.98,1182196,3046491822,82111,831991,70.38
TCS,EQ,18-Feb-15,2584.8,2585.05,2643,2565.25,2640,2635.65,2605.04,1330007,3464715998,70475,792678,59.6
TCS,EQ,19-Feb-15,2635.65,2636,2687.3,2635,2674.55,2681.05,2660.47,1309001,3482564216,80730,831048,63.49
TCS,EQ,20-Feb-15,2681.05,2698.8,2698.8,2642.25,2664.65,2675.55,2672.56,900794,2407423105,43830,537225,59.64
TCS,EQ,23-Feb-15,2675.55,2671,2722,2671,2700,2696.65,2701.93,807446,2181659977,47641,362669,44.92
TCS,EQ,24-Feb-15,2696.65,2694,2730,2679,2699.35,2704.75,2709.36,1099961,2980186374,46480,685771,62.35
TCS,EQ,25-Feb-15,2704.75,2710,2722,2667.85,2669.7,2672.2,2694.16,883997,2381629634,43048,546944,61.87
TCS,EQ,26-Feb-15,2672.2,2679,2692.75,2625.35,2649.5,2656.45,2655.31,995997,2644680139,56829,565254,56.75
TCS,EQ,27-Feb-15,2656.45,2659.45,2675.75,2616.3,2668,2662.35,2647.84,1438688,3809421137,74413,1003079,69.72
TCS,EQ,28-Feb-15,2662.35,2677,2687.1,2643,2679.55,2675.25,2668.12,589498,1572848977,30189,271598,46.07
TCS,EQ,2-Mar-15,2675.25,2679.7,2708.95,2652.55,2673.95,2669.4,2664.97,1088019,2899536307,64343,770649,70.83
TCS,EQ,3-Mar-15,2669.4,2682,2790,2676.15,2785.1,2776,2748.34,1712154,4705576547,74770,1068918,62.43
TCS,EQ,4-Mar-15,2776,2788,2812.1,2715.65,2740,2746,2763.04,1931497,5336806165,71983,1405748,72.78
TCS,EQ,5-Mar-15,2746,2750,2770.7,2681.05,2690.1,2696.45,2713.59,1086757,2949013378,45126,677138,62.31
TCS,EQ,9-Mar-15,2696.45,2640,2679.8,2610,2649,2646.8,2647.72,1441587,3816922361,64488,864858,59.99
TCS,EQ,10-Mar-15,2646.8,2648.9,2678.25,2595.25,2638.85,2642.7,2632.78,1518526,3997941405,89030,910422,59.95
TCS,EQ,11-Mar-15,2642.7,2642,2659.95,2597.8,2605.15,2606.55,2622.9,1120100,2937908676,52147,616835,55.07
TCS,EQ,12-Mar-15,2606.55,2623.9,2624.9,2590.1,2618.2,2619.05,2606.76,913818,2382100178,62767,582972,63.8
TCS,EQ,13-Mar-15,2619.05,2638,2639.95,2575,2585,2582.35,2594.75,793419,2058721257,67541,481480,60.68
TCS,EQ,16-Mar-15,2582.35,2585.2,2610,2552,2560.6,2562.3,2579.88,778148,2007532253,44209,484279,62.23
TCS,EQ,17-Mar-15,2562.3,2582.5,2606.7,2557.75,2583.65,2583.7,2582.66,633659,1636526939,56639,368300,58.12
TCS,EQ,18-Mar-15,2583.7,2590.95,2599.45,2551.7,2556,2559.35,2561.86,627585,1607785039,38991,364010,58
TCS,EQ,19-Mar-15,2559.35,2576,2605.85,2568.1,2602,2596.25,2596.45,1224482,3179303472,71701,888461,72.56
TCS,EQ,20-Mar-15,2596.25,2596,2618,2578.85,2610.85,2610.95,2608.5,981954,2561422702,74415,714293,72.74
TCS,EQ,23-Mar-15,2610.95,2616,2631,2606,2616,2617.15,2616.73,783304,2049695322,59518,575211,73.43
TCS,EQ,24-Mar-15,2617.15,2630,2637,2582.1,2600,2591.3,2617.59,1197439,3134409333,58016,848633,70.87
TCS,EQ,25-Mar-15,2591.3,2591.4,2614,2545.2,2569.85,2573.75,2575.29,1112429,2864826904,75792,825133,74.17
TCS,EQ,26-Mar-15,2573.75,2553.3,2586.7,2501,2515,2513.1,2535.65,1545821,3919665457,82115,1110655,71.85
TCS,EQ,27-Mar-15,2513.1,2531,2571.9,2504.1,2519.9,2514.8,2536.73,1375888,3490257168,76990,947653,68.88
TCS,EQ,30-Mar-15,2514.8,2525,2569.9,2520,2554.2,2564.15,2546.18,669503,1704674648,64141,461568,68.94
TCS,EQ,31-Mar-15,2564.15,2569.45,2569.45,2521,2560,2553.95,2548.15,1213514,3092215332,88908,862309,71.06
TCS,EQ,1-Apr-15,2553.95,2558,2563.6,2522.25,2544.05,2542.65,2538.81,1037879,2634981317,54078,784911,75.63
TCS,EQ,6-Apr-15,2542.65,2558,2562.9,2500.1,2548.3,2547.3,2531.53,784271,1985404797,45408,485665,61.93
TCS,EQ,7-Apr-15,2547.3,2562.45,2599,2544,2588.95,2585,2571.5,943461,2426111369,77106,562689,59.64
TCS,EQ,8-Apr-15,2585,2594,2656.5,2590.85,2646,2641.4,2632,826067,2174208279,61358,496296,60.08
